role_id	gateway_id	char_level	pet_sheet	pet_sheet_name	pet_level	pet_savvy	pet_grow	pet_skill_num	pet_equip_level_plus
10387779	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15400	4	6
10387779	146107	91	040005048.pet	变异-巧虎	89	0	16900	4	6
10387782	146107	91	040005011.pet	新手-灵貂小宝	50	0	14000	3	6
10387782	146107	91	040005048.pet	变异-巧虎	89	0	17000	4	6
10387782	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15500	4	6
10387782	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15500	4	6
10387782	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10387783	146107	90	040005011.pet	新手-灵貂小宝	50	0	15200	3	6
10387783	146107	90	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10387783	146107	90	040002015.pet	宝宝-灵貂小宝·�	1	0	15400	4	6
10387783	146107	90	040005048.pet	变异-巧虎	89	0	17000	5	6
10387783	146107	90	040002015.pet	宝宝-灵貂小宝·�	1	0	16900	4	6
10387784	146107	91	040005011.pet	新手-灵貂小宝	50	0	15000	3	6
10387784	146107	91	040005048.pet	变异-巧虎	89	0	16700	4	6
10387785	146107	91	040005011.pet	新手-灵貂小宝	50	0	15000	3	6
10387785	146107	91	040005048.pet	变异-巧虎	89	0	16900	4	6
10387785	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
10387787	146107	89	040005011.pet	新手-灵貂小宝	50	0	14500	3	6
10387787	146107	89	040002015.pet	宝宝-灵貂小宝·�	1	0	14100	4	6
10387787	146107	89	040002015.pet	宝宝-灵貂小宝·�	1	0	14400	4	6
10387787	146107	89	040003015.pet	变异-灵貂小宝·�	1	0	19500	5	6
10387787	146107	89	040005048.pet	变异-巧虎	87	0	16700	4	6
10387788	146107	89	040005011.pet	新手-灵貂小宝	50	0	14600	3	6
10387788	146107	89	040005048.pet	变异-巧虎	87	0	16800	4	6
10387789	146107	89	040005011.pet	新手-灵貂小宝	50	0	13100	3	6
10387789	146107	89	040005048.pet	变异-巧虎	87	0	19800	5	6
10387790	146107	89	040005011.pet	新手-灵貂小宝	50	0	15000	3	6
10387790	146107	89	040005048.pet	变异-巧虎	87	0	16800	4	6
10387989	146107	91	040003015.pet	变异-灵貂小宝·�	1	0	19600	4	6
10387989	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
10387989	146107	91	040005011.pet	新手-灵貂小宝	50	0	15200	3	6
10387989	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10387989	146107	91	040005048.pet	变异-巧虎	89	0	16500	3	6
10387990	146107	91	040005011.pet	新手-灵貂小宝	50	0	15300	3	6
10387990	146107	91	040005048.pet	变异-巧虎	89	0	16300	5	6
10387991	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
10387991	146107	91	040005011.pet	新手-灵貂小宝	50	0	14600	3	6
10387991	146107	91	040005048.pet	变异-巧虎	89	0	17100	2	6
10387993	146107	91	040005011.pet	新手-灵貂小宝	50	0	14600	3	6
10387993	146107	91	040005048.pet	变异-巧虎	89	0	18700	5	6
10387993	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
10387993	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15500	4	6
10387993	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15500	4	6
10387995	146107	91	040005011.pet	新手-灵貂小宝	50	0	15500	3	6
10387995	146107	91	040005048.pet	变异-巧虎	89	0	17000	4	6
10387996	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15400	4	6
10387996	146107	91	040005011.pet	新手-灵貂小宝	50	0	16400	3	6
10387996	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10387996	146107	91	040005048.pet	变异-巧虎	89	0	19100	4	6
10387996	146107	91	040003015.pet	变异-灵貂小宝·�	1	0	19900	5	6
10387997	146107	91	040005011.pet	新手-灵貂小宝	50	0	15300	3	6
10387997	146107	91	040005048.pet	变异-巧虎	89	0	16200	5	6
10387998	146107	91	040005011.pet	新手-灵貂小宝	50	0	17300	3	6
10387998	146107	91	040005048.pet	变异-巧虎	89	0	16900	5	6
10387999	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10387999	146107	91	040005011.pet	新手-灵貂小宝	50	0	14300	3	6
10387999	146107	91	040005048.pet	变异-巧虎	89	0	16300	5	6
10388000	146107	91	040005011.pet	新手-灵貂小宝	50	0	14800	3	6
10388000	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
10388000	146107	91	040003015.pet	变异-灵貂小宝·�	1	0	17400	4	6
10388000	146107	91	040005048.pet	变异-巧虎	89	0	17100	5	6
10388000	146107	91	040003015.pet	变异-灵貂小宝·�	1	0	16500	4	6
10388001	146107	91	040005011.pet	新手-灵貂小宝	50	0	15200	3	6
10388001	146107	91	040005048.pet	变异-巧虎	89	0	17000	4	6
10388001	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
10388002	146107	91	040005011.pet	新手-灵貂小宝	50	0	15700	3	6
10388002	146107	91	040005048.pet	变异-巧虎	89	0	17000	4	6
10388002	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15400	4	6
10388002	146107	91	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
10388245	146107	87	040005011.pet	新手-灵貂小宝	69	0	15200	3	6
10388862	146107	104	040005048.pet	变异-巧虎	90	1000	16600	5	6
10388862	146107	104	040003013.pet	变异-调皮鬼	90	0	19500	9	6
10388862	146107	104	040003020.pet	变异-浣熊	101	3000	16600	4	6
10389373	146107	110	040003047.pet	神兽-犀利狼	110	58000	22900	16	31
10389373	146107	110	040003025.pet	变异-追夜犬	97	0	21200	4	6
10389373	146107	110	040003014.pet	神兽-熊元帅	104	12000	24800	10	6
10389373	146107	110	040002021.pet	宝宝-夺命魔蝎	1	0	20900	5	6
10389588	146107	91	040002060.pet	变异-闪电虎	94	2000	15200	3	6
10389588	146107	91	040005011.pet	新手-灵貂小宝	71	1000	14500	3	6
10389588	146107	91	040001020.pet	成年-浣熊	13	0	12100	3	6
10390673	146102	97	040001013.pet	成年-调皮鬼	1	0	10500	4	6
10390673	146102	97	040001013.pet	成年-调皮鬼	1	0	11500	3	6
10390673	146102	97	040002060.pet	变异-闪电虎	1	0	15300	3	6
10390673	146102	97	040005048.pet	变异-巧虎	94	2000	16700	6	12
10390673	146102	97	040002060.pet	变异-闪电虎	1	0	15300	3	6
10391663	146107	110	040003014.pet	神兽-熊元帅	110	31000	21200	7	15
10391663	146107	110	040003025.pet	变异-追夜犬	94	23000	24300	8	7
10391663	146107	110	040003038.pet	变异-狐尼克	110	10000	21200	7	6
10391663	146107	110	040003036.pet	神兽-无常	113	60000	24242	18	24
10391663	146107	110	040003021.pet	变异-夺命魔蝎	104	0	22800	9	6
10391663	146107	110	040002021.pet	宝宝-夺命魔蝎	1	0	20900	8	6
10391882	146107	110	040002018.pet	宝宝-灵貂小宝·�	106	3000	20700	8	6
10391882	146107	110	040003027.pet	神兽-屠媚	107	10000	24800	6	23
10391882	146107	110	040003012.pet	变异-青鸟	108	28000	22600	10	9
10391882	146107	110	040003021.pet	变异-夺命魔蝎	79	0	19900	9	6
10396860	146107	100	040003024.pet	变异-蝶妖	68	0	20700	4	6
10396860	146107	100	040003018.pet	变异-灵貂小宝·�	70	0	21500	5	6
10396860	146107	100	040003012.pet	变异-青鸟	100	13000	22400	5	18
10396865	153108	105	040003004.pet	神兽-魁麟	106	29000	24300	19	18
10396865	153108	105	040003012.pet	变异-青鸟	105	16000	23400	10	12
10396865	153108	105	040003017.pet	变异-灵貂小宝·�	103	0	19900	8	6
10396865	153108	105	040003021.pet	变异-夺命魔蝎	1	0	22300	6	6
10397177	153108	95	040002060.pet	变异-闪电虎	1	0	17300	2	6
10397177	153108	95	040002060.pet	变异-闪电虎	1	0	15600	3	6
10397177	153108	95	040002060.pet	变异-闪电虎	1	0	16800	3	6
10397177	153108	95	040002060.pet	变异-闪电虎	1	0	15400	3	6
10397177	153108	95	040005048.pet	变异-巧虎	94	9000	16700	5	6
10397271	146107	84	040002060.pet	变异-闪电虎	1	0	13700	2	6
10397271	146107	84	040005011.pet	新手-灵貂小宝	47	0	14700	3	6
10397271	146107	84	040005048.pet	变异-巧虎	72	1000	19900	4	6
10397345	146107	99	040003020.pet	变异-浣熊	1	0	17000	1	6
10397345	146107	99	040002013.pet	宝宝-调皮鬼	68	0	17500	6	6
10397345	146107	99	040002013.pet	宝宝-调皮鬼	89	0	18000	8	6
10397345	146107	99	040005048.pet	变异-巧虎	95	10000	17100	4	6
10397345	146107	99	040003017.pet	变异-灵貂小宝·�	98	7000	18900	5	18
10397439	146102	103	040002026.pet	宝宝-黑熊	93	0	17000	4	6
10397439	146102	103	040002060.pet	变异-闪电虎	81	0	15300	3	6
10397439	146102	103	040005048.pet	变异-巧虎	100	2000	16300	4	6
10398398	153108	106	040003028.pet	神兽-白虎	116	70000	30506	10	12
10398398	153108	106	040003014.pet	神兽-熊元帅	116	70000	28517	14	19
10403233	146107	95	040005011.pet	新手-灵貂小宝	67	0	15200	3	6
10403233	146107	95	040005048.pet	变异-巧虎	12	0	16800	4	6
10403659	146107	105	040002018.pet	宝宝-灵貂小宝·�	104	12000	20800	5	26
10403659	146107	105	040002018.pet	宝宝-灵貂小宝·�	99	0	18200	11	6
10403659	146107	105	040005048.pet	变异-巧虎	101	21000	18500	4	6
10404641	146107	110	040003014.pet	神兽-熊元帅	110	29000	27800	7	18
10404641	146107	110	040003036.pet	神兽-无常	110	63000	20503	18	24
10404641	146107	110	040003021.pet	变异-夺命魔蝎	78	0	26600	3	6
10404641	146107	110	040001013.pet	成年-调皮鬼	1	0	12400	4	6
10404751	146107	102	040003018.pet	变异-灵貂小宝·�	102	10000	21900	11	12
10404751	146107	102	040005048.pet	变异-巧虎	95	18000	18300	9	18
10404751	146107	102	040002018.pet	宝宝-灵貂小宝·�	94	14000	20800	5	12
10406538	153108	79	040002060.pet	变异-闪电虎	1	0	16000	2	6
10406538	153108	79	040002060.pet	变异-闪电虎	1	0	15500	3	6
10406538	153108	79	040002060.pet	变异-闪电虎	1	0	14900	3	6
10406538	153108	79	040005048.pet	变异-巧虎	67	0	16300	4	6
10407062	153108	83	040002060.pet	变异-闪电虎	1	0	15600	3	6
10407062	153108	83	040005011.pet	新手-灵貂小宝	22	0	15500	3	6
10407062	153108	83	040005048.pet	变异-巧虎	73	2000	16400	4	6
10407433	146102	100	040005048.pet	变异-巧虎	80	0	16200	5	7
10407433	146102	100	040002017.pet	宝宝-灵貂小宝·�	84	10000	19700	5	12
10407433	146102	100	040002018.pet	宝宝-灵貂小宝·�	86	0	19600	4	12
10408468	153108	92	040003017.pet	变异-灵貂小宝·�	84	0	20800	4	6
10408468	153108	92	040002017.pet	宝宝-灵貂小宝·�	76	1000	17500	4	6
10408468	153108	92	040005048.pet	变异-巧虎	77	1000	19300	5	6
10408468	153108	92	040003025.pet	变异-追夜犬	90	15000	23100	5	12
10408554	146107	110	040002018.pet	宝宝-灵貂小宝·�	109	10000	26000	4	13
10408554	146107	110	040003012.pet	变异-青鸟	110	10000	22600	12	6
10408554	146107	110	040002026.pet	宝宝-黑熊	110	0	23700	5	13
10408554	146107	110	040003027.pet	神兽-屠媚	104	21000	21600	7	26
10408554	146107	110	040002021.pet	宝宝-夺命魔蝎	1	0	16000	4	6
10408782	146107	99	040002016.pet	宝宝-灵貂小宝·�	98	11000	18300	4	12
10408782	146107	99	040002016.pet	宝宝-灵貂小宝·�	98	15000	18100	2	13
10408782	146107	99	040003017.pet	变异-灵貂小宝·�	98	14000	21200	5	18
10408782	146107	99	040005048.pet	变异-巧虎	97	8000	18300	4	12
10408782	146107	99	040002018.pet	宝宝-灵貂小宝·�	1	0	20900	4	6
10408806	146107	96	040001020.pet	成年-浣熊	1	0	12000	2	6
10408806	146107	96	040002060.pet	变异-闪电虎	85	0	15500	3	6
10408806	146107	96	040005048.pet	变异-巧虎	95	4000	16100	4	6
10408806	146107	96	040002022.pet	宝宝-剑灵	79	0	15300	4	6
10409194	153108	89	040002060.pet	变异-闪电虎	1	0	15300	3	6
10409194	153108	89	040005048.pet	变异-巧虎	88	2000	17100	5	6
10409194	153108	89	040002060.pet	变异-闪电虎	1	0	15000	3	6
10409644	146107	98	040003026.pet	变异-黑熊	1	0	18900	6	6
10409644	146107	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
10409644	146107	98	040002060.pet	变异-闪电虎	27	0	15200	3	6
10409644	146107	98	040002018.pet	宝宝-灵貂小宝·�	93	11000	20500	12	6
10409644	146107	98	040005048.pet	变异-巧虎	94	0	16300	2	6
10410791	146107	105	040002018.pet	宝宝-灵貂小宝·�	69	0	20500	4	6
10410791	146107	105	040002026.pet	宝宝-黑熊	96	0	20100	8	6
10410791	146107	105	040003026.pet	变异-黑熊	105	0	19700	6	18
10410791	146107	105	040003025.pet	变异-追夜犬	102	0	21900	6	6
10410822	146107	109	040001013.pet	成年-调皮鬼	1	0	11400	4	6
10410822	146107	109	040002013.pet	宝宝-调皮鬼	1	0	18100	4	6
10410822	146107	109	040002026.pet	宝宝-黑熊	105	0	20400	4	6
10410822	146107	109	040002026.pet	宝宝-黑熊	107	0	21200	5	6
10410822	146107	109	040003027.pet	神兽-屠媚	109	29000	22000	7	24
10410822	146107	109	040003021.pet	变异-夺命魔蝎	104	0	17600	4	6
10412198	146107	81	040005011.pet	新手-灵貂小宝	40	1000	17400	3	6
10412198	146107	81	040005048.pet	变异-巧虎	86	0	14000	5	6
10412198	146107	81	040001022.pet	成年-剑灵	1	0	12000	4	6
10412645	146107	90	040002060.pet	变异-闪电虎	1	0	15400	3	6
10412645	146107	90	040005011.pet	新手-灵貂小宝	81	2000	14800	3	6
10412645	146107	90	040005048.pet	变异-巧虎	80	0	16900	4	6
10414722	153108	101	040002060.pet	变异-闪电虎	1	0	15600	3	6
10414722	153108	101	040002060.pet	变异-闪电虎	1	0	15100	3	6
10414722	153108	101	040003035.pet	神兽-玲珑	110	31000	30200	6	12
10414722	153108	101	040003025.pet	变异-追夜犬	81	0	27000	4	6
10414722	153108	101	040003004.pet	神兽-魁麟	95	16000	26800	5	6
10416947	153108	77	040005011.pet	新手-灵貂小宝	49	0	15200	3	6
10416947	153108	77	040005048.pet	变异-巧虎	59	1000	16400	4	6
10416994	146107	108	040001022.pet	成年-剑灵	1	0	13100	3	6
10416994	146107	108	040002018.pet	宝宝-灵貂小宝·�	98	20000	17300	8	12
10416994	146107	108	040003012.pet	变异-青鸟	106	20000	20600	8	16
10416994	146107	108	040002018.pet	宝宝-灵貂小宝·�	86	10000	19800	5	6
10416994	146107	108	040003021.pet	变异-夺命魔蝎	108	16000	22900	5	12
10417822	153108	93	040001020.pet	成年-浣熊	80	0	10800	3	6
10417822	153108	93	040002060.pet	变异-闪电虎	60	0	15300	2	6
10417822	153108	93	040002024.pet	宝宝-蝶妖	84	0	18200	8	6
10417822	153108	93	040003011.pet	变异-灵貂小宝	80	2000	16900	5	6
10417822	153108	93	040005011.pet	新手-灵貂小宝	70	0	13600	3	6
10418040	146107	77	040002060.pet	变异-闪电虎	59	0	14400	5	6
10418040	146107	77	040005048.pet	变异-巧虎	71	1000	16000	9	6
10418448	146107	109	040003040.pet	变异-玉兔	1	0	21800	9	11
10418448	146107	109	040003012.pet	变异-青鸟	100	1000	22400	4	12
10418448	146107	109	040003004.pet	神兽-魁麟	109	39000	24400	14	23
10420206	153108	105	040003036.pet	神兽-无常	104	32000	24100	12	24
10420206	153108	105	040003014.pet	神兽-熊元帅	69	9000	25800	4	6
10420206	153108	105	040003025.pet	变异-追夜犬	101	12000	28500	4	6
10421256	146107	107	040002018.pet	宝宝-灵貂小宝·�	89	4000	20800	5	6
10421256	146107	107	040002018.pet	宝宝-灵貂小宝·�	107	27000	23400	10	14
10421256	146107	107	040002018.pet	宝宝-灵貂小宝·�	80	1000	23600	9	6
10421561	146107	76	040005011.pet	新手-灵貂小宝	58	0	15100	3	6
10421561	146107	76	040001005.pet	成年-飞兔	52	1000	11800	4	6
10421561	146107	76	040001005.pet	成年-飞兔	1	0	11400	4	6
10421561	146107	76	040001005.pet	成年-飞兔	1	0	10800	4	6
10421738	146107	106	040003012.pet	变异-青鸟	101	10000	17000	9	7
10421738	146107	106	040002063.pet	宝宝-雪狐	96	0	22400	9	6
10421738	146107	106	040002018.pet	宝宝-灵貂小宝·�	1	0	24700	4	6
10421738	146107	106	040003035.pet	神兽-玲珑	97	28000	24300	6	18
10421830	153108	96	040002017.pet	宝宝-灵貂小宝·�	95	11000	18000	4	6
10421830	153108	96	040002015.pet	宝宝-灵貂小宝·�	90	1000	15300	3	6
10421830	153108	96	040002017.pet	宝宝-灵貂小宝·�	18	0	17700	4	6
10421830	153108	96	040002015.pet	宝宝-灵貂小宝·�	93	4000	17600	3	6
10421830	153108	96	040005048.pet	变异-巧虎	94	10000	19100	4	6
10422576	153108	92	040005048.pet	变异-巧虎	76	1000	16800	5	6
10422576	153108	92	040003017.pet	变异-灵貂小宝·�	90	0	19800	4	6
10422576	153108	92	040003046.pet	神兽-九尾狐	90	6000	24574	6	12
10422576	153108	92	040003012.pet	变异-青鸟	90	6000	22400	10	6
10422698	153108	73	040005011.pet	新手-灵貂小宝	36	0	14600	3	6
10422698	153108	73	040005048.pet	变异-巧虎	68	2000	16300	5	6
10422698	153108	73	040001022.pet	成年-剑灵	1	0	11700	4	6
10422698	153108	73	040001022.pet	成年-剑灵	1	0	12200	4	6
10422790	153108	102	040003018.pet	变异-灵貂小宝·�	102	8000	22400	5	18
10422790	153108	102	040003018.pet	变异-灵貂小宝·�	97	14000	22300	6	6
10422790	153108	102	040005048.pet	变异-巧虎	94	3000	17900	3	6
10424636	153108	75	040005048.pet	变异-巧虎	26	0	18800	4	6
10424636	153108	75	040002060.pet	变异-闪电虎	40	0	13200	3	6
10424636	153108	75	040002060.pet	变异-闪电虎	1	0	14800	3	6
10424636	153108	75	040002060.pet	变异-闪电虎	1	0	15000	3	6
10424636	153108	75	040005011.pet	新手-灵貂小宝	35	0	14800	3	6
10424939	146107	84	040005011.pet	新手-灵貂小宝	78	1000	16000	3	6
10426862	146107	94	040002060.pet	变异-闪电虎	74	1000	15200	3	6
10426862	146107	94	040005048.pet	变异-巧虎	87	3000	16600	5	6
10426862	146107	94	040002017.pet	宝宝-灵貂小宝·�	65	0	18500	4	6
10426862	146107	94	040005011.pet	新手-灵貂小宝	86	1000	15300	6	6
10427591	146107	89	040001022.pet	成年-剑灵	1	0	11500	4	6
10427591	146107	89	040001020.pet	成年-浣熊	1	0	11600	3	6
10427591	146107	89	040002060.pet	变异-闪电虎	1	0	13800	3	6
10427591	146107	89	040002060.pet	变异-闪电虎	1	0	15000	3	6
10427591	146107	89	040005011.pet	新手-灵貂小宝	81	1000	15100	4	6
10429107	146107	79	040001020.pet	成年-浣熊	39	0	12500	3	6
10429107	146107	79	040001001.pet	成年-灵狐	54	1000	11700	3	6
10429107	146107	79	040005048.pet	变异-巧虎	14	0	15900	4	6
10429107	146107	79	040002060.pet	变异-闪电虎	1	0	13800	3	6
10429107	146107	79	040005011.pet	新手-灵貂小宝	42	0	15200	3	6
10429110	146107	85	040001001.pet	成年-灵狐	18	0	12500	3	6
10429110	146107	85	040005011.pet	新手-灵貂小宝	27	0	15300	3	6
10429110	146107	85	040005048.pet	变异-巧虎	76	0	17000	4	6
10429110	146107	85	040001020.pet	成年-浣熊	30	0	11900	3	6
10429110	146107	85	040001022.pet	成年-剑灵	17	1000	11300	4	6
10429362	146107	81	040002060.pet	变异-闪电虎	46	0	15100	3	6
10429362	146107	81	040002060.pet	变异-闪电虎	1	0	17100	3	6
10429362	146107	81	040005011.pet	新手-灵貂小宝	44	0	15500	3	6
10429362	146107	81	040005048.pet	变异-巧虎	51	0	15900	5	6
10429399	146098	111	040002018.pet	宝宝-灵貂小宝·�	88	11000	19700	4	6
10429399	146098	111	040002018.pet	宝宝-灵貂小宝·�	99	0	21000	8	6
10429714	153108	94	040005048.pet	变异-巧虎	92	2000	17100	5	6
10429959	146107	95	040005048.pet	变异-巧虎	87	0	16500	4	6
10429959	146107	95	040005011.pet	新手-灵貂小宝	1	0	15100	3	6
10429959	146107	95	040002017.pet	宝宝-灵貂小宝·�	7	0	18700	3	6
10429959	146107	95	040002017.pet	宝宝-灵貂小宝·�	86	0	17500	4	6
10430142	146107	93	040002060.pet	变异-闪电虎	1	0	17900	3	6
10430142	146107	93	040005011.pet	新手-灵貂小宝	87	1000	13100	3	6
10432237	153108	99	040002060.pet	变异-闪电虎	1	1000	15500	3	6
10432237	153108	99	040002060.pet	变异-闪电虎	71	3000	14800	5	12
10432237	153108	99	040003013.pet	变异-调皮鬼	70	10000	16800	9	6
10432237	153108	99	040002017.pet	宝宝-灵貂小宝·�	3	0	18300	7	6
10432237	153108	99	040005048.pet	变异-巧虎	98	10000	16900	9	13
10433375	153108	67	040005011.pet	新手-灵貂小宝	51	0	14000	3	6
10433375	153108	67	040001005.pet	成年-飞兔	1	0	12800	4	6
10434802	146107	103	040002026.pet	宝宝-黑熊	101	7000	20200	9	7
10434802	146107	103	040003025.pet	变异-追夜犬	102	21000	22200	10	13
10434802	146107	103	040005048.pet	变异-巧虎	77	0	17200	9	6
10436072	146107	109	040003021.pet	变异-夺命魔蝎	1	0	22200	4	6
10436072	146107	109	040003025.pet	变异-追夜犬	1	1000	26200	4	6
10436072	146107	109	040003026.pet	变异-黑熊	107	26000	25800	4	12
10436072	146107	109	040003036.pet	神兽-无常	109	26000	24400	8	24
10436072	146107	109	040002026.pet	宝宝-黑熊	109	1000	19900	5	12
10436072	146107	109	040002026.pet	宝宝-黑熊	1	0	21100	9	6
10436935	146107	83	040005011.pet	新手-灵貂小宝	71	0	14500	3	6
10436935	146107	83	040005048.pet	变异-巧虎	1	1000	18600	5	6
10437296	153108	90	040005048.pet	变异-巧虎	89	1000	16500	4	6
10437296	153108	90	040001022.pet	成年-剑灵	40	0	11100	4	6
10437296	153108	90	040002060.pet	变异-闪电虎	1	0	15000	3	6
10437296	153108	90	040002060.pet	变异-闪电虎	1	0	15300	3	6
10437296	153108	90	040002060.pet	变异-闪电虎	1	0	13300	3	6
10437440	146107	91	040001020.pet	成年-浣熊	1	0	11900	3	6
10437440	146107	91	040002060.pet	变异-闪电虎	1	0	16900	3	6
10437440	146107	91	040002060.pet	变异-闪电虎	1	0	15200	3	6
10437440	146107	91	040001020.pet	成年-浣熊	1	0	11800	3	6
10437440	146107	91	040005048.pet	变异-巧虎	88	3000	16500	3	6
10437767	153108	103	040002018.pet	宝宝-灵貂小宝·�	102	0	24200	5	12
10437767	153108	103	040003025.pet	变异-追夜犬	103	20000	24500	8	23
10439698	153087	105	040005048.pet	变异-巧虎	90	0	16200	4	6
10439698	153087	105	040002018.pet	宝宝-灵貂小宝·�	95	0	20800	7	6
10439698	153087	105	040002018.pet	宝宝-灵貂小宝·�	1	0	20300	4	6
10439698	153087	105	040003018.pet	变异-灵貂小宝·�	100	24000	23000	10	18
10439698	153087	105	040002018.pet	宝宝-灵貂小宝·�	1	0	19800	9	6
10439890	146107	107	040002018.pet	宝宝-灵貂小宝·�	1	0	16700	5	6
10439890	146107	107	040003013.pet	变异-调皮鬼	105	16000	19600	5	6
10439890	146107	107	040002026.pet	宝宝-黑熊	107	5000	20900	6	6
10439890	146107	107	040003018.pet	变异-灵貂小宝·�	107	0	23000	7	21
10439890	146107	107	040002018.pet	宝宝-灵貂小宝·�	105	0	21000	4	6
10439890	146107	107	040003021.pet	变异-夺命魔蝎	1	0	19500	5	6
10441186	146107	96	040002060.pet	变异-闪电虎	1	0	14800	2	6
10441186	146107	96	040002013.pet	宝宝-调皮鬼	77	5000	15100	4	6
10441186	146107	96	040002024.pet	宝宝-蝶妖	95	10000	20500	4	18
10441186	146107	96	040005011.pet	新手-灵貂小宝	77	2000	14200	3	6
10441186	146107	96	040005048.pet	变异-巧虎	91	14000	16800	3	9
10441439	153108	100	040003018.pet	变异-灵貂小宝·�	82	0	18200	10	11
10441439	153108	100	040002018.pet	宝宝-灵貂小宝·�	80	0	20900	9	6
10441439	153108	100	040003025.pet	变异-追夜犬	100	17000	19400	6	24
10443018	146107	97	040003013.pet	变异-调皮鬼	74	0	19300	4	6
10443018	146107	97	040003016.pet	变异-灵貂小宝·�	80	3000	19900	4	6
10443018	146107	97	040003017.pet	变异-灵貂小宝·�	101	11000	19000	3	18
10443018	146107	97	040005048.pet	变异-巧虎	85	1000	15800	10	9
10443718	146107	83	040005048.pet	变异-巧虎	72	1000	16600	4	6
10443718	146107	83	040005011.pet	新手-灵貂小宝	63	2000	15200	3	6
10445371	146098	100	040005011.pet	新手-灵貂小宝	69	1000	15500	3	6
10445371	146098	100	040005048.pet	变异-巧虎	99	4000	16300	5	6
10445371	146098	100	040002060.pet	变异-闪电虎	1	0	14100	3	6
10445462	146098	101	040002020.pet	宝宝-浣熊	79	1000	15000	3	6
10445462	146098	101	040005048.pet	变异-巧虎	100	0	19700	4	6
10445781	146098	102	040005048.pet	变异-巧虎	91	0	16400	4	6
10445781	146098	102	040002018.pet	宝宝-灵貂小宝·�	99	0	18400	9	18
10446149	146098	96	040002013.pet	宝宝-调皮鬼	90	2000	17700	4	6
10446149	146098	96	040005048.pet	变异-巧虎	90	4000	16500	5	6
10446953	146107	97	040003017.pet	变异-灵貂小宝·�	12	0	20100	4	6
10446953	146107	97	040001013.pet	成年-调皮鬼	80	1000	12900	4	6
10446953	146107	97	040005048.pet	变异-巧虎	96	10000	16800	3	6
10446953	146107	97	040005011.pet	新手-灵貂小宝	1	0	15100	3	6
10446953	146107	97	040002060.pet	变异-闪电虎	1	0	15900	3	6
10449322	146107	106	040003012.pet	变异-青鸟	106	13000	23000	12	12
10449322	146107	106	040002018.pet	宝宝-灵貂小宝·�	70	9000	21000	4	6
10449322	146107	106	040003021.pet	变异-夺命魔蝎	99	0	19700	6	6
10449322	146107	106	040002026.pet	宝宝-黑熊	103	12000	20200	8	6
10449934	146107	100	040005048.pet	变异-巧虎	90	0	16800	8	12
10449934	146107	100	040002026.pet	宝宝-黑熊	93	0	20500	8	6
10449934	146107	100	040003024.pet	变异-蝶妖	100	2000	20100	5	12
10452911	146107	83	040001022.pet	成年-剑灵	6	0	12200	4	6
10452911	146107	83	040005048.pet	变异-巧虎	54	1000	16600	4	6
10452911	146107	83	040005011.pet	新手-灵貂小宝	1	0	15400	3	6
10452911	146107	83	040001001.pet	成年-灵狐	65	0	13200	2	6
10453475	146107	97	040002018.pet	宝宝-灵貂小宝·�	69	0	20900	10	6
10453475	146107	97	040003017.pet	变异-灵貂小宝·�	97	16000	19600	9	14
10453475	146107	97	040002017.pet	宝宝-灵貂小宝·�	97	7000	15500	8	17
10453475	146107	97	040002017.pet	宝宝-灵貂小宝·�	97	7000	17800	8	12
10453475	146107	97	040002017.pet	宝宝-灵貂小宝·�	64	0	17900	7	6
10463335	153103	95	040002060.pet	变异-闪电虎	1	0	17900	3	6
10463335	153103	95	040005011.pet	新手-灵貂小宝	78	0	17900	3	6
10463335	153103	95	040002020.pet	宝宝-浣熊	86	0	14000	4	6
10463335	153103	95	040001020.pet	成年-浣熊	1	0	11700	3	6
10463335	153103	95	040001020.pet	成年-浣熊	1	0	12000	3	6
10464811	146107	87	040005048.pet	变异-巧虎	88	3000	16100	4	6
10464811	146107	87	040005011.pet	新手-灵貂小宝	29	0	15200	3	6
10464811	146107	87	040001005.pet	成年-飞兔	7	0	11900	4	6
10464811	146107	87	040002060.pet	变异-闪电虎	1	0	14700	3	6
